Country	Subject Descriptor	Units	Scale	Country/Series-specific Notes	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	Estimates Start After
Puerto Rico	"Gross domestic product per capita, current prices"	U.S. dollars	Units	"See notes for:  Gross domestic product, current prices (National currency) Population (Persons)."	"4,507.15"	"4,940.78"	"5,146.93"	"5,257.19"	"5,777.44"	"6,058.64"	"6,495.50"	"6,987.40"	"7,579.34"	"8,094.29"	"8,675.58"	"9,093.48"	"9,687.44"	"10,255.53"	"10,942.95"	"11,667.59"	"12,305.02"	"12,968.39"	"14,430.16"	"15,293.18"	"16,192.13"	"18,243.71"	"18,972.77"	"19,820.21"	"20,988.99"	"21,959.32"	"22,935.95"	"23,664.87"	"24,898.34"	"25,768.73"	"26,435.74"	"27,278.85"	"27,944.74"	"28,513.15"	"28,880.29"	"29,620.21"	2015
Qatar	"Gross domestic product per capita, current prices"	U.S. dollars	Units	"See notes for:  Gross domestic product, current prices (National currency) Population (Persons)."	"31,999.31"	"32,677.16"	"26,613.59"	"21,147.40"	"20,551.62"	"18,201.42"	"13,677.70"	"13,828.96"	"12,749.10"	"12,967.63"	"15,446.33"	"14,189.04"	"15,616.95"	"14,546.04"	"14,894.69"	"16,238.35"	"17,677.59"	"21,337.10"	"18,633.92"	"21,660.45"	"29,914.27"	"28,666.61"	"30,748.54"	"35,644.41"	"44,051.66"	"54,228.83"	"62,920.65"	"69,166.96"	"74,189.29"	"59,935.45"	"76,413.23"	"99,431.50"	"103,605.51"	"98,709.92"	"93,990.40"	"68,940.04"	2014
Romania	"Gross domestic product per capita, current prices"	U.S. dollars	Units	"See notes for:  Gross domestic product, current prices (National currency) Population (Persons)."	"2,065.22"	"2,466.04"	"2,456.84"	"2,138.77"	"1,721.25"	"2,115.46"	"2,278.87"	"2,534.07"	"2,609.66"	"2,329.57"	"1,652.37"	"1,249.01"	853.108	"1,154.67"	"1,325.48"	"1,573.13"	"1,575.50"	"1,581.75"	"1,897.42"	"1,611.13"	"1,669.98"	"1,817.05"	"2,118.57"	"2,768.12"	"3,541.52"	"4,662.67"	"5,811.44"	"8,124.69"	"10,160.35"	"8,220.82"	"8,277.34"	"9,213.94"	"8,542.09"	"9,568.36"	"9,995.01"	"8,955.74"	2015
Russia	"Gross domestic product per capita, current prices"	U.S. dollars	Units	"See notes for:  Gross domestic product, current prices (National currency) Population (Persons)."	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	619.869	"1,330.05"	"2,004.41"	"2,271.31"	"2,842.86"	"2,944.47"	"1,975.97"	"1,432.66"	"1,905.95"	"2,259.02"	"2,556.64"	"3,197.69"	"4,408.37"	"5,713.36"	"7,420.48"	"9,753.26"	"12,468.38"	"9,178.45"	"11,445.13"	"14,187.19"	"15,145.38"	"15,558.80"	"14,160.09"	"9,243.31"	2015
Rwanda	"Gross domestic product per capita, current prices"	U.S. dollars	Units	"See notes for:  Gross domestic product, current prices (National currency) Population (Persons)."	270.522	296.186	304.578	313.499	293.231	336.889	368.925	395.843	409.144	413.146	385.958	276.226	292.938	301.082	206.462	226.627	248.482	319.381	312.584	262.56	229.269	209.08	199.564	213.872	240.088	292.526	345.535	410.282	504.997	547.336	569.694	628.11	687.893	700.386	718.552	717.739	2012
Samoa	"Gross domestic product per capita, current prices"	U.S. dollars	Units	"See notes for:  Gross domestic product, current prices (National currency) Population (Persons)."	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	"1,854.91"	"1,646.20"	"1,611.85"	"1,712.08"	"1,658.61"	"1,753.16"	"2,108.22"	"2,581.70"	"2,884.93"	"3,036.14"	"3,412.24"	"3,537.97"	"3,065.49"	"3,710.98"	"4,087.70"	"4,197.89"	"4,258.21"	"4,340.92"	2011
San Marino	"Gross domestic product per capita, current prices"	U.S. dollars	Units	"See notes for:  Gross domestic product, current prices (National currency) Population (Persons)."	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	"64,192.28"	"65,910.78"	"69,523.41"	"82,007.62"	"90,502.82"	"77,166.92"	"69,452.16"	"66,213.97"	"57,659.43"	"59,323.28"	"58,793.89"	"49,615.15"	2013
S? Tom?and Pr?cipe	"Gross domestic product per capita, current prices"	U.S. dollars	Units	"See notes for:  Gross domestic product, current prices (National currency) Population (Persons)."	773.85	931.011	876.128	800.45	812.985	837.601	"1,143.39"	"1,120.79"	922.926	891.971	"1,050.33"	920.765	790.824	"1,033.02"	"1,058.93"	820.617	261.65	351.128	398.575	408.704	415.999	509.442	562.726	665.281	714.975	842.136	881.638	906.449	"1,150.79"	"1,154.14"	"1,170.86"	"1,384.53"	"1,380.71"	"1,567.43"	"1,703.97"	"1,569.34"	2011
Saudi Arabia	"Gross domestic product per capita, current prices"	U.S. dollars	Units	"See notes for:  Gross domestic product, current prices (National currency) Population (Persons)."	"17,655.14"	"18,832.06"	"14,912.74"	"11,972.19"	"10,558.77"	"8,732.74"	"6,955.05"	"6,524.16"	"6,398.84"	"6,583.29"	"7,734.98"	"8,280.18"	"8,077.77"	"7,686.01"	"7,626.36"	"7,893.42"	"8,527.67"	"8,706.35"	"7,525.30"	"8,092.70"	"9,256.54"	"8,778.39"	"8,822.51"	"9,800.53"	"11,467.10"	"14,068.22"	"15,603.99"	"16,666.63"	"20,157.30"	"16,094.68"	"19,112.69"	"23,593.83"	"25,139.00"	"24,815.93"	"24,498.62"	"20,582.63"	2015
Senegal	"Gross domestic product per capita, current prices"	U.S. dollars	Units	"See notes for:  Gross domestic product, current prices (National currency) Population (Persons)."	620.162	547.423	521.159	451.816	427.941	454.844	624.295	728.579	699.055	668.758	755.97	722.326	751.464	689.638	457.449	560.085	566.629	509.847	538.809	535.521	475.916	482.437	515.156	643.867	733.243	773.868	808.72	949.246	"1,098.04"	"1,017.32"	999.775	"1,079.31"	"1,037.36"	"1,051.91"	"1,056.57"	913.024	2011
Serbia	"Gross domestic product per capita, current prices"	U.S. dollars	Units	"See notes for:  Gross domestic product, current prices (National currency) Population (Persons)."	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	"2,937.24"	"2,300.70"	"1,507.68"	"1,238.89"	"1,640.95"	"2,156.89"	"2,836.54"	"3,315.33"	"3,504.30"	"4,145.03"	"5,486.49"	"6,688.95"	"5,820.47"	"5,353.56"	"6,424.03"	"5,656.26"	"6,351.68"	"6,199.12"	"5,119.76"	2014
Seychelles	"Gross domestic product per capita, current prices"	U.S. dollars	Units	"See notes for:  Gross domestic product, current prices (National currency) Population (Persons)."	"2,326.82"	"2,392.25"	"2,296.72"	"2,280.45"	"2,338.08"	"2,588.55"	"3,165.95"	"3,638.99"	"4,128.12"	"4,407.20"	"5,302.84"	"5,314.66"	"6,128.35"	"6,559.09"	"6,555.43"	"6,748.83"	"6,583.09"	"7,280.93"	"7,715.78"	"7,747.49"	"7,578.83"	"7,663.08"	"8,431.92"	"8,524.94"	"10,176.66"	"11,093.31"	"12,014.42"	"12,155.70"	"11,480.43"	"9,707.27"	"10,805.10"	"11,647.02"	"11,999.92"	"14,623.54"	"14,769.86"	"14,776.14"	2014
Sierra Leone	"Gross domestic product per capita, current prices"	U.S. dollars	Units	"See notes for:  Gross domestic product, current prices (National currency) Population (Persons)."	510.92	534.509	588.666	500.025	575.24	479.956	351.595	299.735	481.052	431.711	232.687	281.108	240.269	272.901	330.384	321.289	330.704	305.731	241.311	237.153	227.269	252.385	278.202	292.814	291.951	322.093	356.824	398.598	453.958	435.01	448.198	501.655	635.889	805.265	803.401	696.097	2014
Singapore	"Gross domestic product per capita, current prices"	U.S. dollars	Units	"See notes for:  Gross domestic product, current prices (National currency) Population (Persons)."	"5,003.79"	"5,678.78"	"6,003.20"	"6,712.85"	"7,156.01"	"6,782.81"	"6,864.40"	"7,788.30"	"9,316.09"	"10,711.19"	"12,766.10"	"14,504.26"	"16,135.93"	"18,301.55"	"21,577.84"	"24,936.40"	"26,262.70"	"26,387.39"	"21,825.95"	"21,796.63"	"23,793.28"	"21,577.49"	"22,016.99"	"23,574.03"	"27,404.20"	"29,870.33"	"33,579.42"	"39,223.54"	"39,722.15"	"38,577.17"	"46,569.40"	"53,094.64"	"54,452.20"	"55,617.22"	"56,009.54"	"52,887.77"	2014
Slovak Republic	"Gross domestic product per capita, current prices"	U.S. dollars	Units	"See notes for:  Gross domestic product, current prices (National currency) Population (Persons)."	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	"2,575.13"	"2,954.70"	"3,716.74"	"4,011.76"	"4,091.96"	"4,255.84"	"3,881.66"	"3,847.84"	"3,976.13"	"4,616.17"	"6,313.26"	"8,030.76"	"9,087.87"	"10,619.89"	"14,262.98"	"17,938.11"	"16,431.66"	"16,492.03"	"18,176.27"	"17,227.25"	"18,123.82"	"18,538.66"	"15,979.40"	2015
Slovenia	"Gross domestic product per capita, current prices"	U.S. dollars	Units	"See notes for:  Gross domestic product, current prices (National currency) Population (Persons)."	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	"9,599.77"	"8,323.61"	"8,433.47"	"10,704.26"	"10,816.72"	"10,568.76"	"11,194.84"	"11,497.62"	"10,286.02"	"10,501.86"	"11,837.08"	"14,905.98"	"17,282.62"	"18,222.58"	"19,777.13"	"23,959.21"	"27,784.01"	"24,785.05"	"23,499.59"	"25,040.52"	"22,517.13"	"23,170.30"	"24,069.29"	"20,746.90"	2015
Solomon Islands	"Gross domestic product per capita, current prices"	U.S. dollars	Units	"See notes for:  Gross domestic product, current prices (National currency) Population (Persons)."	767.971	786.877	757.961	689.407	669.398	592.013	512.757	523.77	579.556	552.165	667.386	687.074	789.67	858.033	"1,057.21"	"1,195.44"	"1,279.78"	"1,303.40"	"1,083.91"	"1,116.02"	923.443	897.552	744.05	704.085	793.967	915.158	980.042	"1,048.64"	"1,207.90"	"1,160.79"	"1,275.91"	"1,648.22"	"1,865.57"	"1,976.06"	"2,006.61"	"1,950.06"	2014
South Africa	"Gross domestic product per capita, current prices"	U.S. dollars	Units	"See notes for:  Gross domestic product, current prices (National currency) Population (Persons)."	"2,853.53"	"2,865.01"	"2,561.74"	"2,783.10"	"2,400.34"	"1,792.07"	"2,003.02"	"2,570.27"	"2,705.50"	"2,754.28"	"3,140.34"	"3,289.04"	"3,481.42"	"3,390.85"	"3,446.84"	"3,752.38"	"3,500.03"	"3,556.54"	"3,160.84"	"3,089.37"	"3,042.43"	"2,671.99"	"2,546.83"	"3,807.05"	"4,908.36"	"5,450.96"	"5,671.98"	"6,153.32"	"5,823.91"	"5,941.92"	"7,391.95"	"8,086.89"	"7,570.22"	"6,914.05"	"6,503.46"	"5,726.88"	2015
South Sudan	"Gross domestic product per capita, current prices"	U.S. dollars	Units	"See notes for:  Gross domestic product, current prices (National currency) Population (Persons)."	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	"1,736.43"	"1,084.80"	"1,372.93"	"1,232.65"	785.332	2008
Spain	"Gross domestic product per capita, current prices"	U.S. dollars	Units	"See notes for:  Gross domestic product, current prices (National currency) Population (Persons)."	"6,156.94"	"5,407.31"	"5,195.94"	"4,523.08"	"4,492.76"	"4,716.91"	"6,507.87"	"8,225.93"	"9,643.96"	"10,615.99"	"13,748.38"	"14,771.03"	"16,089.90"	"13,472.91"	"13,482.95"	"15,548.23"	"16,173.12"	"14,853.89"	"15,531.86"	"15,888.53"	"14,830.78"	"15,385.35"	"17,083.10"	"21,532.45"	"24,988.98"	"26,550.34"	"28,531.25"	"32,748.09"	"35,724.77"	"32,412.23"	"30,802.85"	"31,867.78"	"28,667.77"	"29,396.75"	"29,782.22"	"25,843.09"	2015
Sri Lanka	"Gross domestic product per capita, current prices"	U.S. dollars	Units	"See notes for:  Gross domestic product, current prices (National currency) Population (Persons)."	300.635	308.642	329.067	351.126	407.206	398.885	423.281	436.429	451.622	448.793	508.565	550.718	587.185	619.588	704.256	740.005	801.893	882.959	897.876	889.307	916.545	868.075	900.332	982.326	"1,063.04"	"1,244.60"	"1,429.94"	"1,624.18"	"2,027.40"	"2,076.81"	"2,428.87"	"2,880.03"	"2,874.35"	"3,233.99"	"3,573.89"	"3,849.22"	2012
St. Kitts and Nevis	"Gross domestic product per capita, current prices"	U.S. dollars	Units	"See notes for:  Gross domestic product, current prices (National currency) Population (Persons)."	"1,338.75"	"1,609.73"	"1,847.25"	"1,829.84"	"2,144.80"	"2,405.90"	"2,851.26"	"3,288.90"	"3,927.15"	"4,392.56"	"4,970.00"	"4,913.39"	"5,387.07"	"5,807.47"	"6,409.03"	"6,820.25"	"7,192.19"	"8,003.32"	"8,247.12"	"8,648.83"	"9,214.53"	"9,953.43"	"10,234.26"	"9,709.43"	"10,349.23"	"11,053.75"	"12,767.90"	"13,556.90"	"14,378.88"	"13,707.12"	"13,226.95"	"13,737.32"	"13,642.50"	"14,498.64"	"15,739.05"	"16,459.47"	2003
St. Lucia	"Gross domestic product per capita, current prices"	U.S. dollars	Units	"See notes for:  Gross domestic product, current prices (National currency) Population (Persons)."	"1,250.24"	"1,404.28"	"1,302.16"	"1,381.30"	"1,735.05"	"1,933.29"	"2,286.42"	"2,490.30"	"2,810.95"	"3,131.26"	"3,608.70"	"3,778.31"	"4,103.37"	"4,132.93"	"4,228.56"	"4,426.37"	"4,502.81"	"4,523.08"	"4,853.85"	"5,048.24"	"5,026.84"	"4,710.71"	"4,702.68"	"5,129.11"	"5,498.32"	"5,788.40"	"6,386.43"	"6,834.55"	"6,969.22"	"7,169.19"	"7,491.62"	"7,651.63"	"7,680.03"	"7,719.46"	"8,067.65"	"8,277.08"	2012
St. Vincent and the Grenadines	"Gross domestic product per capita, current prices"	U.S. dollars	Units	"See notes for:  Gross domestic product, current prices (National currency) Population (Persons)."	843.533	"1,037.52"	"1,146.98"	"1,222.86"	"1,339.87"	"1,433.75"	"1,570.86"	"1,701.15"	"1,929.35"	"2,047.71"	"2,274.42"	"2,392.79"	"2,610.53"	"2,689.61"	"2,719.64"	"2,969.99"	"3,116.21"	"3,270.01"	"3,513.88"	"3,675.55"	"3,728.63"	"4,047.33"	"4,327.55"	"4,494.10"	"4,847.17"	"5,091.59"	"5,623.32"	"6,216.30"	"6,366.70"	"6,172.79"	"6,224.22"	"6,171.48"	"6,318.54"	"6,569.79"	"6,624.25"	"6,706.46"	2014
Sudan	"Gross domestic product per capita, current prices"	U.S. dollars	Units	"See notes for:  Gross domestic product, current prices (National currency) Population (Persons)."	530.086	369.485	261.072	346.758	408.275	275.636	357.726	562.608	440.593	758.145	94.93	103.742	123.539	203.045	224.182	260.746	318.884	402.129	379.477	351.18	394.105	413.236	452.679	525.156	622.413	751.375	989.028	"1,235.15"	"1,430.17"	"1,358.61"	"1,635.07"	"2,058.10"	"1,787.09"	"1,811.41"	"1,906.20"	"2,119.00"	2010
Suriname	"Gross domestic product per capita, current prices"	U.S. dollars	Units	"See notes for:  Gross domestic product, current prices (National currency) Population (Persons)."	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	"1,320.20"	"1,434.46"	"1,313.63"	"1,020.85"	"1,133.13"	"2,120.75"	"2,605.67"	"2,750.70"	"3,264.33"	"2,649.74"	"2,712.60"	"2,301.93"	"2,872.14"	"3,335.53"	"3,789.59"	"4,483.53"	"5,208.56"	"5,758.07"	"6,832.95"	"7,394.10"	"8,224.89"	"8,190.70"	"9,194.15"	"9,325.23"	"9,324.62"	"9,230.70"	2014
Swaziland	"Gross domestic product per capita, current prices"	U.S. dollars	Units	"See notes for:  Gross domestic product, current prices (National currency) Population (Persons)."	"1,887.95"	"1,836.82"	"1,703.60"	"1,795.95"	"1,469.35"	"1,018.19"	"1,061.32"	"1,368.78"	"1,334.84"	"1,301.26"	"1,579.05"	"1,594.87"	"1,729.20"	"1,780.42"	"1,891.67"	"2,209.27"	"2,047.25"	"2,141.57"	"1,924.01"	"1,853.62"	"1,801.19"	"1,591.23"	"1,457.41"	"2,231.30"	"2,872.54"	"3,188.48"	"3,205.16"	"3,325.74"	"3,166.85"	"3,446.71"	"4,306.80"	"4,657.48"	"4,550.69"	"4,178.00"	"3,994.22"	"3,597.26"	2015
Sweden	"Gross domestic product per capita, current prices"	U.S. dollars	Units	"See notes for:  Gross domestic product, current prices (National currency) Population (Persons)."	"16,612.82"	"15,156.85"	"13,376.54"	"12,288.03"	"12,781.74"	"13,348.52"	"17,576.31"	"21,284.59"	"23,953.87"	"24,988.64"	"29,794.08"	"31,082.06"	"32,163.77"	"24,011.35"	"25,646.92"	"29,882.78"	"32,577.73"	"29,896.15"	"30,135.41"	"30,552.04"	"29,251.96"	"26,933.82"	"29,520.93"	"36,889.59"	"42,362.22"	"42,998.84"	"46,088.54"	"53,122.33"	"55,525.76"	"45,998.35"	"51,869.16"	"59,381.87"	"56,915.73"	"60,005.20"	"58,590.32"	"50,049.82"	2014
Switzerland	"Gross domestic product per capita, current prices"	U.S. dollars	Units	"See notes for:  Gross domestic product, current prices (National currency) Population (Persons)."	"18,831.59"	"17,154.56"	"17,466.37"	"17,315.59"	"16,494.31"	"16,663.63"	"23,770.43"	"29,579.84"	"31,795.32"	"30,463.15"	"38,589.18"	"38,558.77"	"39,610.33"	"38,136.22"	"41,883.09"	"48,716.24"	"46,683.26"	"40,467.77"	"41,520.37"	"40,622.57"	"37,948.26"	"38,741.05"	"41,534.51"	"48,181.81"	"53,361.55"	"54,959.24"	"57,594.36"	"63,648.21"	"72,746.41"	"70,231.93"	"74,564.36"	"88,515.92"	"83,646.06"	"85,237.42"	"86,145.33"	"80,602.69"	2015
Syria	"Gross domestic product per capita, current prices"	U.S. dollars	Units	"See notes for:  Gross domestic product, current prices (National currency) Population (Persons)."	"1,421.84"	"1,763.34"	"1,784.58"	"1,849.43"	"1,839.92"	"1,965.14"	"2,284.04"	"2,823.16"	"1,389.82"	800.859	967.145	972.175	983.575	995.061	"1,060.71"	"1,133.16"	"1,186.16"	"1,080.81"	"1,028.17"	"1,043.17"	"1,202.89"	"1,236.90"	"1,305.09"	"1,208.89"	"1,361.50"	"1,510.39"	"1,726.03"	"2,016.05"	"2,557.21"	"2,557.27"	"2,806.69"	n/a	n/a	n/a	n/a	n/a	2010
Taiwan Province of China	"Gross domestic product per capita, current prices"	U.S. dollars	Units	"See notes for:  Gross domestic product, current prices (National currency) Population (Persons)."	"2,367.43"	"2,692.41"	"2,675.82"	"2,882.40"	"3,203.47"	"3,295.11"	"4,010.11"	"5,325.22"	"6,337.50"	"7,577.05"	"8,178.15"	"9,092.11"	"10,725.70"	"11,200.81"	"12,108.75"	"13,076.01"	"13,596.99"	"13,968.10"	"12,787.26"	"13,768.27"	"14,876.88"	"13,399.47"	"13,715.49"	"14,084.05"	"15,355.67"	"16,503.31"	"16,984.54"	"17,780.93"	"18,102.95"	"16,959.78"	"19,261.67"	"20,911.64"	"21,269.61"	"21,887.99"	"22,618.59"	"22,263.08"	2015
Tajikistan	"Gross domestic product per capita, current prices"	U.S. dollars	Units	"See notes for:  Gross domestic product, current prices (National currency) Population (Persons)."	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	52.622	121.645	147.923	100.448	183.374	192.58	222.282	177.369	158.555	165.767	186.259	234.147	305.766	333.908	397.991	514.47	696.342	661.001	740.733	836.173	953.315	"1,046.07"	"1,113.24"	922.072	2014
Tanzania	"Gross domestic product per capita, current prices"	U.S. dollars	Units	"See notes for:  Gross domestic product, current prices (National currency) Population (Persons)."	398.213	462.384	515.824	513.729	454.85	399.694	492.451	236.583	221.861	181.658	138.792	157.932	140.479	125.671	129.715	147.749	179.54	211.07	303.01	363.109	378.494	378.881	383.7	399.475	425.476	450.395	481.665	541.793	671.868	683.856	725.765	765.333	869.991	969.148	"1,032.34"	957.105	2012
Thailand	"Gross domestic product per capita, current prices"	U.S. dollars	Units	"See notes for:  Gross domestic product, current prices (National currency) Population (Persons)."	718.751	751.856	773.787	835.332	853.682	775.776	840.475	969.076	"1,159.09"	"1,349.93"	"1,571.26"	"1,777.47"	"1,999.97"	"2,218.56"	"2,494.74"	"2,846.44"	"3,046.67"	"2,475.10"	"1,855.12"	"2,048.05"	"2,028.08"	"1,912.28"	"2,115.38"	"2,377.55"	"2,676.30"	"2,905.80"	"3,378.83"	"3,978.30"	"4,379.53"	"4,205.56"	"5,062.68"	"5,479.29"	"5,846.34"	"6,147.99"	"5,889.02"	"5,742.42"	2014
Timor-Leste	"Gross domestic product per capita, current prices"	U.S. dollars	Units	"See notes for:  Gross domestic product, current prices (National currency) Population (Persons)."	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	494.882	543.532	523.967	537.31	"1,157.56"	"1,904.00"	"2,850.57"	"2,873.27"	"4,339.40"	"3,198.61"	"4,001.28"	"5,501.46"	"6,159.97"	"5,012.58"	"3,643.94"	"2,461.95"	2014
Togo	"Gross domestic product per capita, current prices"	U.S. dollars	Units	"See notes for:  Gross domestic product, current prices (National currency) Population (Persons)."	439.652	354.44	257.257	238.239	202.958	213.886	324.751	370.372	435.597	415.661	488.069	471.648	484.914	362.494	274.942	353.986	375.579	370.115	338.548	328.718	270.905	270.716	293.186	324.424	366.91	391.537	401.574	429.018	524.44	509.861	497.408	572.551	580.816	628.055	648.182	570.301	2014
Tonga	"Gross domestic product per capita, current prices"	U.S. dollars	Units	"See notes for:  Gross domestic product, current prices (National currency) Population (Persons)."	802.903	886.55	878.894	853.099	890.429	836.907	999.884	"1,081.02"	"1,264.57"	"1,523.21"	"1,556.55"	"1,848.25"	"1,909.89"	"1,964.44"	"2,031.13"	"2,178.73"	"2,364.42"	"2,323.46"	"2,230.17"	"2,021.04"	"1,922.23"	"1,822.44"	"1,913.70"	"2,133.74"	"2,429.20"	"2,745.42"	"2,917.52"	"3,172.39"	"3,252.86"	"3,339.23"	"3,843.11"	"4,330.43"	"4,455.71"	"4,304.37"	"4,223.98"	"4,110.37"	2014
Trinidad and Tobago	"Gross domestic product per capita, current prices"	U.S. dollars	Units	"See notes for:  Gross domestic product, current prices (National currency) Population (Persons)."	"5,745.64"	"6,341.82"	"7,264.16"	"6,818.35"	"6,711.98"	"6,299.24"	"4,049.11"	"4,014.04"	"3,732.15"	"3,562.09"	"4,147.68"	"4,230.59"	"4,297.63"	"3,681.55"	"3,956.75"	"4,246.39"	"4,577.03"	"4,551.34"	"4,786.91"	"5,382.47"	"6,430.97"	"6,935.88"	"7,050.27"	"8,805.78"	"10,291.78"	"12,323.22"	"14,092.44"	"16,520.27"	"21,171.39"	"14,499.31"	"16,657.68"	"19,078.41"	"19,211.57"	"19,674.03"	"20,185.98"	"18,143.06"	2012
Tunisia	"Gross domestic product per capita, current prices"	U.S. dollars	Units	"See notes for:  Gross domestic product, current prices (National currency) Population (Persons)."	"1,497.08"	"1,403.85"	"1,322.49"	"1,335.56"	"1,299.08"	"1,284.11"	"1,324.94"	"1,395.64"	"1,425.12"	"1,399.41"	"1,652.38"	"1,707.37"	"1,999.79"	"1,859.91"	"1,940.88"	"2,194.12"	"2,341.56"	"2,251.43"	"2,336.04"	"2,426.35"	"2,247.94"	"2,286.49"	"2,373.78"	"2,790.10"	"3,139.62"	"3,217.89"	"3,394.25"	"3,805.33"	"4,341.21"	"4,178.69"	"4,176.93"	"4,291.80"	"4,179.91"	"4,248.66"	"4,328.63"	"3,922.65"	2010
Turkey	"Gross domestic product per capita, current prices"	U.S. dollars	Units	"See notes for:  Gross domestic product, current prices (National currency) Population (Persons)."	"2,235.12"	"2,214.68"	"1,959.64"	"1,765.32"	"1,677.57"	"1,842.02"	"1,998.71"	"2,256.13"	"2,412.47"	"2,811.28"	"3,857.05"	"3,804.24"	"3,919.23"	"4,372.37"	"3,103.68"	"3,965.18"	"4,175.16"	"4,287.91"	"4,314.94"	"3,950.73"	"4,119.80"	"2,988.45"	"3,500.65"	"4,511.63"	"5,767.11"	"7,010.62"	"7,590.49"	"9,157.98"	"10,216.42"	"8,467.09"	"9,922.81"	"10,367.88"	"10,427.56"	"10,760.74"	"10,329.26"	"9,186.35"	2015
Turkmenistan	"Gross domestic product per capita, current prices"	U.S. dollars	Units	"See notes for:  Gross domestic product, current prices (National currency) Population (Persons)."	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	240.542	"1,343.41"	"1,108.94"	"1,402.55"	557.51	618.346	651.124	866.879	"1,115.67"	"1,523.25"	"1,891.23"	"2,457.86"	"3,022.47"	"3,617.17"	"4,455.43"	"5,343.86"	"4,375.46"	"4,059.96"	"4,392.72"	"5,724.54"	"6,797.75"	"7,933.57"	"8,699.17"	"6,654.74"	2004
Tuvalu	"Gross domestic product per capita, current prices"	U.S. dollars	Units	"See notes for:  Gross domestic product, current prices (National currency) Population (Persons)."	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	"1,661.52"	"1,946.63"	"2,256.22"	"2,225.73"	"2,325.85"	"2,714.86"	"3,045.19"	"2,687.07"	"3,076.88"	"3,743.55"	"3,749.62"	"3,575.28"	"3,451.70"	"3,014.99"	2012
Uganda	"Gross domestic product per capita, current prices"	U.S. dollars	Units	"See notes for:  Gross domestic product, current prices (National currency) Population (Persons)."	459.928	722.605	486.55	539.686	402.112	355.847	342.232	532.152	531.264	415.206	326.788	165.044	149.433	171.276	239.263	278.252	277.769	293.192	278.214	256.556	246	240.579	250.714	250.905	298.025	334.598	365.356	439.637	543.356	564.722	594.461	601.354	678.237	680.742	710.575	609.475	2014
Ukraine	"Gross domestic product per capita, current prices"	U.S. dollars	Units	"See notes for:  Gross domestic product, current prices (National currency) Population (Persons)."	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	427.863	677.261	740.97	752.339	914.348	"1,037.89"	874.265	664.99	664.376	814.851	919.141	"1,096.29"	"1,427.28"	"1,909.80"	"2,407.90"	"3,219.88"	"4,095.44"	"2,654.99"	"2,982.81"	"3,589.63"	"3,872.53"	"3,968.80"	"3,095.05"	"2,125.43"	2015
United Arab Emirates	"Gross domestic product per capita, current prices"	U.S. dollars	Units	"See notes for:  Gross domestic product, current prices (National currency) Population (Persons)."	"40,014.58"	"40,910.92"	"35,767.65"	"31,690.07"	"29,017.09"	"27,036.00"	"20,533.02"	"21,644.07"	"18,435.20"	"20,478.53"	"26,621.51"	"25,847.41"	"25,960.97"	"25,654.37"	"25,762.53"	"26,394.42"	"29,058.86"	"29,535.55"	"25,897.65"	"27,321.04"	"34,688.98"	"32,621.29"	"32,790.71"	"35,017.31"	"39,304.51"	"43,988.67"	"44,313.59"	"41,472.29"	"39,074.84"	"30,920.45"	"34,628.63"	"40,943.56"	"42,591.44"	"43,030.32"	"43,213.26"	"38,649.91"	2010
